课程编号,课程名称,章,知识点,书籍文件名称,开始页码,结束页码,
INF1028,人工智能导论,绪论,人工智能的基本概念,INF1028_人工智能导论,14,18,
INF1028,人工智能导论,绪论,人工智能的发展简史,INF1028_人工智能导论,18,23,
INF1028,人工智能导论,绪论,人工智能研究的基本内容,INF1028_人工智能导论,23,24,
INF1028,人工智能导论,绪论,人工智能的主要研究领域,INF1028_人工智能导论,24,36,
INF1028,人工智能导论,知识表示与知识图谱,知识与知识表示的概念,INF1028_人工智能导论,38,40,
INF1028,人工智能导论,知识表示与知识图谱,一阶谓词逻辑表示法,INF1028_人工智能导论,40,49,
INF1028,人工智能导论,知识表示与知识图谱,产生式表示法,INF1028_人工智能导论,49,55,
INF1028,人工智能导论,知识表示与知识图谱,框架表示法,INF1028_人工智能导论,55,60,
INF1028,人工智能导论,知识表示与知识图谱,知识图谱,INF1028_人工智能导论,60,65,
INF1028,人工智能导论,确定性推理方法,推理的基本概念,INF1028_人工智能导论,70,79,
INF1028,人工智能导论,确定性推理方法,自然演绎推理,INF1028_人工智能导论,79,80,
INF1028,人工智能导论,确定性推理方法,谓词公式化为子句集的方法,INF1028_人工智能导论,80,85,
INF1028,人工智能导论,确定性推理方法,鲁宾孙归结原理,INF1028_人工智能导论,85,89,
INF1028,人工智能导论,确定性推理方法,归结反演,INF1028_人工智能导论,89,91,
INF1028,人工智能导论,确定性推理方法,应用归结原理求解问题,INF1028_人工智能导论,91,94,
INF1028,人工智能导论,不确定性推理方法,不确定性推理的概念,INF1028_人工智能导论,98,101,
INF1028,人工智能导论,不确定性推理方法,可信度方法,INF1028_人工智能导论,101,105,
INF1028,人工智能导论,不确定性推理方法,证据理论,INF1028_人工智能导论,105,110,
INF1028,人工智能导论,不确定性推理方法,模糊推理方法,INF1028_人工智能导论,110,122,
INF1028,人工智能导论,搜索求解策略,搜索的概念,INF1028_人工智能导论,126,127,
INF1028,人工智能导论,搜索求解策略,状态空间的搜索策略,INF1028_人工智能导论,127,131,
INF1028,人工智能导论,搜索求解策略,盲目的图搜索策略,INF1028_人工智能导论,131,139,
INF1028,人工智能导论,搜索求解策略,启发式图搜索策略,INF1028_人工智能导论,139,149,
INF1028,人工智能导论,智能计算及其应用,进化算法的产生与发展,INF1028_人工智能导论,152,154,
INF1028,人工智能导论,智能计算及其应用,基本遗传算法,INF1028_人工智能导论,154,166,
INF1028,人工智能导论,智能计算及其应用,遗传算法的改进算法,INF1028_人工智能导论,166,171,
INF1028,人工智能导论,智能计算及其应用,遗传算法的应用,INF1028_人工智能导论,171,174,
INF1028,人工智能导论,智能计算及其应用,群智能算法产生的背景,INF1028_人工智能导论,174,175,
INF1028,人工智能导论,智能计算及其应用,粒子群优化算法及其应用,INF1028_人工智能导论,175,181,
INF1028,人工智能导论,智能计算及其应用,蚁群算法及其应用,INF1028_人工智能导论,181,185,
