课程编号,课程名称,章,知识点,书籍文件名称,开始页码,结束页码,
INF1365,人工智能实践-机器人创新与实践,绪论,机器人的起源及伦理问题,INF1365_人工智能实践-机器人创新与实践,12,15,
INF1365,人工智能实践-机器人创新与实践,绪论,机器人的定义及分类,INF1365_人工智能实践-机器人创新与实践,15,23,
INF1365,人工智能实践-机器人创新与实践,绪论,机器人发展的重要阶段及分代情况,INF1365_人工智能实践-机器人创新与实践,23,26,
INF1365,人工智能实践-机器人创新与实践,绪论,机器人及其作业系统的组成及功能,INF1365_人工智能实践-机器人创新与实践,26,31,
INF1365,人工智能实践-机器人创新与实践,绪论,机器人学涉及的基本理论及方法,INF1365_人工智能实践-机器人创新与实践,31,33,
INF1365,人工智能实践-机器人创新与实践,刚体位姿描述与空间变换,刚体位置和姿态的定义,INF1365_人工智能实践-机器人创新与实践,35,36,
INF1365,人工智能实践-机器人创新与实践,刚体位姿描述与空间变换,刚体姿态的描述,INF1365_人工智能实践-机器人创新与实践,36,59,
INF1365,人工智能实践-机器人创新与实践,刚体位姿描述与空间变换,矢量的空间变换,INF1365_人工智能实践-机器人创新与实践,59,63,
INF1365,人工智能实践-机器人创新与实践,刚体速度描述与微分运动学,刚体的一般运动,INF1365_人工智能实践-机器人创新与实践,66,67,
INF1365,人工智能实践-机器人创新与实践,刚体速度描述与微分运动学,刚体的姿态运动学,INF1365_人工智能实践-机器人创新与实践,67,79,
INF1365,人工智能实践-机器人创新与实践,刚体速度描述与微分运动学,小角度条件下的简化姿态运动学,INF1365_人工智能实践-机器人创新与实践,79,82,
INF1365,人工智能实践-机器人创新与实践,刚体速度描述与微分运动学,采用齐次变换矩阵表示的微分运动,INF1365_人工智能实践-机器人创新与实践,82,85,
INF1365,人工智能实践-机器人创新与实践,刚体速度描述与微分运动学,刚体位姿误差的表示与控制律设计,INF1365_人工智能实践-机器人创新与实践,85,90,
INF1365,人工智能实践-机器人创新与实践,机器人位置级正运动学,机器人作业系统及其运动链,INF1365_人工智能实践-机器人创新与实践,92,95,
INF1365,人工智能实践-机器人创新与实践,机器人位置级正运动学,机器人状态的描述,INF1365_人工智能实践-机器人创新与实践,95,96,
INF1365,人工智能实践-机器人创新与实践,机器人位置级正运动学,机器人运动学基本概念,INF1365_人工智能实践-机器人创新与实践,96,102,
INF1365,人工智能实践-机器人创新与实践,机器人位置级正运动学,机器人运动学建模的D-H法,INF1365_人工智能实践-机器人创新与实践,102,110,
INF1365,人工智能实践-机器人创新与实践,机器人位置级正运动学,典型构型机器人的位置级正运动学方程,INF1365_人工智能实践-机器人创新与实践,110,115,
INF1365,人工智能实践-机器人创新与实践,机器人位置级正运动学,基于位置级正运动学的工作空间计算,INF1365_人工智能实践-机器人创新与实践,115,120,
INF1365,人工智能实践-机器人创新与实践,非冗余机器人位置级逆运动学,位置级逆运动学概述,INF1365_人工智能实践-机器人创新与实践,125,126,
INF1365,人工智能实践-机器人创新与实践,非冗余机器人位置级逆运动学,空间3R机械臂逆运动学,INF1365_人工智能实践-机器人创新与实践,126,131,
INF1365,人工智能实践-机器人创新与实践,非冗余机器人位置级逆运动学,空间6R腕部分离机械臂逆运动学,INF1365_人工智能实践-机器人创新与实践,131,137,
INF1365,人工智能实践-机器人创新与实践,非冗余机器人位置级逆运动学,相邻三轴平行6R机械臂逆运动学,INF1365_人工智能实践-机器人创新与实践,137,143,
INF1365,人工智能实践-机器人创新与实践,非冗余机器人位置级逆运动学,非球腕6R机械臂逆运动学,INF1365_人工智能实践-机器人创新与实践,143,147,
INF1365,人工智能实践-机器人创新与实践,非冗余机器人位置级逆运动学,一般结构6R机械臂逆运动学,INF1365_人工智能实践-机器人创新与实践,147,154,
INF1365,人工智能实践-机器人创新与实践,冗余机器人位置级逆运动学,空间4R位置冗余机械臂运动学,INF1365_人工智能实践-机器人创新与实践,156,165,
INF1365,人工智能实践-机器人创新与实践,冗余机器人位置级逆运动学,空间7R冗余机械臂特点及逆运动学求解思路,INF1365_人工智能实践-机器人创新与实践,165,171,
INF1365,人工智能实践-机器人创新与实践,冗余机器人位置级逆运动学,两两垂直型SRS机械臂关节角参数化逆运动学,INF1365_人工智能实践-机器人创新与实践,171,183,
INF1365,人工智能实践-机器人创新与实践,冗余机器人位置级逆运动学,两两垂直型SRS机械臂臂型角参数化逆运动学,INF1365_人工智能实践-机器人创新与实践,183,184,
INF1365,人工智能实践-机器人创新与实践,微分运动学与雅可比矩阵,机器人速度级运动学,INF1365_人工智能实践-机器人创新与实践,188,192,
INF1365,人工智能实践-机器人创新与实践,微分运动学与雅可比矩阵,雅可比矩阵计算的构造法,INF1365_人工智能实践-机器人创新与实践,192,201,
INF1365,人工智能实践-机器人创新与实践,微分运动学与雅可比矩阵,雅可比矩阵计算的直接求导法,INF1365_人工智能实践-机器人创新与实践,201,203,
INF1365,人工智能实践-机器人创新与实践,微分运动学与雅可比矩阵,机器人微分运动分析,INF1365_人工智能实践-机器人创新与实践,203,206,
INF1365,人工智能实践-机器人创新与实践,微分运动学与雅可比矩阵,速度级逆运动学及奇异问题,INF1365_人工智能实践-机器人创新与实践,206,211,
INF1365,人工智能实践-机器人创新与实践,微分运动学与雅可比矩阵,基于微分运动学的通用逆运动学求解方法,INF1365_人工智能实践-机器人创新与实践,211,215,
INF1365,人工智能实践-机器人创新与实践,运动学奇异分析与性能评价,运动学奇异的判据,INF1365_人工智能实践-机器人创新与实践,218,219,
INF1365,人工智能实践-机器人创新与实践,运动学奇异分析与性能评价,空间3R机械臂运动学奇异分析,INF1365_人工智能实践-机器人创新与实践,219,224,
INF1365,人工智能实践-机器人创新与实践,运动学奇异分析与性能评价,空间6R腕部分离机械臂奇异分析,INF1365_人工智能实践-机器人创新与实践,224,229,
INF1365,人工智能实践-机器人创新与实践,运动学奇异分析与性能评价,基于雅可比矩阵改道及初等变换的奇异分析,INF1365_人工智能实践-机器人创新与实践,229,236,
INF1365,人工智能实践-机器人创新与实践,运动学奇异分析与性能评价,机器人运动性能评价,INF1365_人工智能实践-机器人创新与实践,236,250,
INF1365,人工智能实践-机器人创新与实践,机器人轨迹规划,轨迹规划概述,INF1365_人工智能实践-机器人创新与实践,253,256,
INF1365,人工智能实践-机器人创新与实践,机器人轨迹规划,关节空间轨迹规划,INF1365_人工智能实践-机器人创新与实践,256,265,
INF1365,人工智能实践-机器人创新与实践,机器人轨迹规划,笛卡儿空间轨迹规划,INF1365_人工智能实践-机器人创新与实践,265,281,
INF1365,人工智能实践-机器人创新与实践,机器人轨迹规划,运动学奇异回避及轨迹修正,INF1365_人工智能实践-机器人创新与实践,281,286,
INF1365,人工智能实践-机器人创新与实践,机器人静力学与动力学,机器人系统受力分析,INF1365_人工智能实践-机器人创新与实践,289,290,
INF1365,人工智能实践-机器人创新与实践,机器人静力学与动力学,机器人静力学,INF1365_人工智能实践-机器人创新与实践,290,296,
INF1365,人工智能实践-机器人创新与实践,机器人静力学与动力学,机器人动力学基础,INF1365_人工智能实践-机器人创新与实践,296,301,
INF1365,人工智能实践-机器人创新与实践,机器人静力学与动力学,机器人拉格朗日动力学建模方法,INF1365_人工智能实践-机器人创新与实践,301,309,
INF1365,人工智能实践-机器人创新与实践,机器人静力学与动力学,递归牛顿-欧拉动力学建模方法,INF1365_人工智能实践-机器人创新与实践,309,313,
INF1365,人工智能实践-机器人创新与实践,机器人静力学与动力学,机器人动力学建模方法的比较及应用,INF1365_人工智能实践-机器人创新与实践,313,314,
