课程编号,课程名称,章,知识点,书籍文件名称,开始页码,结束页码,
FIN1022,金融工程,金融工程概述,什么是金融工程,FIN1022_金融工程,22,30,
FIN1022,金融工程,金融工程概述,金融工程的发展历史与背景,FIN1022_金融工程,30,36,
FIN1022,金融工程,金融工程概述,金融工程的基本分析方法,FIN1022_金融工程,36,43,
FIN1022,金融工程,远期与期货概述,远期与远期市场,FIN1022_金融工程,46,51,
FIN1022,金融工程,远期与期货概述,期货与期货市场,FIN1022_金融工程,51,64,
FIN1022,金融工程,远期与期货概述,远期与期货的比较,FIN1022_金融工程,64,66,
FIN1022,金融工程,远期与期货定价,远期价格与期货价格,FIN1022_金融工程,68,70,
FIN1022,金融工程,远期与期货定价,无红利资产远期合约的定价,FIN1022_金融工程,70,73,
FIN1022,金融工程,远期与期货定价,支付已知红利资产远期合约的定价,FIN1022_金融工程,73,74,
FIN1022,金融工程,远期与期货定价,支付已知红利率资产远期合约的定价,FIN1022_金融工程,74,76,
FIN1022,金融工程,远期与期货定价,远期与期货价格的一般结论,FIN1022_金融工程,76,78,
FIN1022,金融工程,远期与期货定价,远期（期货）价格与标的资产现货价格的关系,FIN1022_金融工程,78,81,
FIN1022,金融工程,远期与期货的运用,运用远期与期货进行风险管理,FIN1022_金融工程,83,92,
FIN1022,金融工程,远期与期货的运用,运用远期与期货进行套利与投机,FIN1022_金融工程,92,93,
FIN1022,金融工程,股指期货、外汇远期、利率远期与利率期货,股价指数期货,FIN1022_金融工程,95,99,
FIN1022,金融工程,股指期货、外汇远期、利率远期与利率期货,外汇远期,FIN1022_金融工程,99,100,
FIN1022,金融工程,股指期货、外汇远期、利率远期与利率期货,远期利率协议,FIN1022_金融工程,100,104,
FIN1022,金融工程,股指期货、外汇远期、利率远期与利率期货,利率期货,FIN1022_金融工程,104,119,
FIN1022,金融工程,股指期货、外汇远期、利率远期与利率期货,利率风险的管理,FIN1022_金融工程,119,124,
FIN1022,金融工程,互换概述,互换的定义与种类,FIN1022_金融工程,127,133,
FIN1022,金融工程,互换概述,互换市场,FIN1022_金融工程,133,142,
FIN1022,金融工程,互换的定价与风险分析,利率互换的定价,FIN1022_金融工程,144,150,
FIN1022,金融工程,互换的定价与风险分析,货币互换的定价,FIN1022_金融工程,150,152,
FIN1022,金融工程,互换的定价与风险分析,互换的风险,FIN1022_金融工程,152,154,
FIN1022,金融工程,互换的运用,运用互换进行套利,FIN1022_金融工程,156,160,
FIN1022,金融工程,互换的运用,运用互换进行风险管理,FIN1022_金融工程,160,163,
FIN1022,金融工程,互换的运用,运用互换构造新产品,FIN1022_金融工程,163,164,
FIN1022,金融工程,期权与期权市场,期权的定义与种类,FIN1022_金融工程,166,170,
FIN1022,金融工程,期权与期权市场,期权市场,FIN1022_金融工程,170,173,
FIN1022,金融工程,期权与期权市场,期权交易机制,FIN1022_金融工程,173,186,
FIN1022,金融工程,期权与期权市场,期权与其他衍生产品的区别与联系,FIN1022_金融工程,186,191,
FIN1022,金融工程,期权的回报与价格分析,期权的回报与盈亏分布,FIN1022_金融工程,193,196,
FIN1022,金融工程,期权的回报与价格分析,期权价格的特性,FIN1022_金融工程,196,214,
FIN1022,金融工程,布莱克舒尔斯默顿期权定价模型,布莱克舒尔斯默顿期权定价模型的基本思路,FIN1022_金融工程,218,219,
FIN1022,金融工程,布莱克舒尔斯默顿期权定价模型,股票价格的变化过程,FIN1022_金融工程,219,228,
FIN1022,金融工程,布莱克舒尔斯默顿期权定价模型,布莱克舒尔斯默顿期权定价公式,FIN1022_金融工程,228,240,
FIN1022,金融工程,布莱克舒尔斯默顿期权定价模型,B-S-M期权定价模型：讨论、运用与拓展,FIN1022_金融工程,240,246,
FIN1022,金融工程,期权定价的数值方法,二叉树期权定价模型,FIN1022_金融工程,251,260,
FIN1022,金融工程,期权定价的数值方法,蒙特卡罗模拟期权定价法,FIN1022_金融工程,260,264,
FIN1022,金融工程,期权定价的数值方法,有限差分方法,FIN1022_金融工程,264,271,
FIN1022,金融工程,期权的交易策略及其运用,单期权策略及其运用,FIN1022_金融工程,273,278,
FIN1022,金融工程,期权的交易策略及其运用,期权组合策略及其运用,FIN1022_金融工程,278,292,
FIN1022,金融工程,期权的交易策略及其运用,期权组合盈亏图的算法,FIN1022_金融工程,292,293,
FIN1022,金融工程,期权价格的敏感性和期权的风险管理,Delta与期权的风险管理,FIN1022_金融工程,295,302,
FIN1022,金融工程,期权价格的敏感性和期权的风险管理,Gamma与风险管理,FIN1022_金融工程,302,305,
FIN1022,金融工程,期权价格的敏感性和期权的风险管理,Theta与风险管理,FIN1022_金融工程,305,308,
FIN1022,金融工程,期权价格的敏感性和期权的风险管理,Vega、rho与风险管理,FIN1022_金融工程,308,310,
FIN1022,金融工程,期权价格的敏感性和期权的风险管理,交易费用与风险管理,FIN1022_金融工程,310,311,
FIN1022,金融工程,股权指数期权、外汇期权、期货期权与利率期权,欧式股价指数期权、外汇期权和期货期权的定价,FIN1022_金融工程,313,316,
FIN1022,金融工程,股权指数期权、外汇期权、期货期权与利率期权,标的资产支付连续红利的期权价格的敏感性,FIN1022_金融工程,316,317,
FIN1022,金融工程,股权指数期权、外汇期权、期货期权与利率期权,利率期权,FIN1022_金融工程,317,320,
FIN1022,金融工程,奇异期权与结构化产品,常见的奇异期权,FIN1022_金融工程,321,335,
FIN1022,金融工程,奇异期权与结构化产品,奇异期权的主要性质,FIN1022_金融工程,335,337,
FIN1022,金融工程,风险管理,风险与风险管理概述,FIN1022_金融工程,338,346,
FIN1022,金融工程,风险管理,风险值,FIN1022_金融工程,346,355,
FIN1022,金融工程,风险管理,信用风险管理,FIN1022_金融工程,355,368,
