课程编号,课程名称,章,知识点,书籍文件名称,开始页码,结束页码,
INF1306,计算机视觉,基本的图像操作和处理,PIL：Python图像处理类库,INF1306_计算机视觉,24,28,
INF1306,计算机视觉,基本的图像操作和处理,Matplotlib,INF1306_计算机视觉,28,33,
INF1306,计算机视觉,基本的图像操作和处理,NumPy,INF1306_计算机视觉,33,47,
INF1306,计算机视觉,基本的图像操作和处理,SciPy,INF1306_计算机视觉,47,57,
INF1306,计算机视觉,基本的图像操作和处理,高级示例：图像去噪,INF1306_计算机视觉,57,61,
INF1306,计算机视觉,局部图像描述子,Harris角点检测器,INF1306_计算机视觉,64,74,
INF1306,计算机视觉,局部图像描述子,SIFT（尺度不变特征变换）,INF1306_计算机视觉,74,84,
INF1306,计算机视觉,局部图像描述子,匹配地理标记图像,INF1306_计算机视觉,84,93,
INF1306,计算机视觉,图像到图像的映射,单应性变换,INF1306_计算机视觉,95,100,
INF1306,计算机视觉,图像到图像的映射,图像扭曲,INF1306_计算机视觉,100,117,
INF1306,计算机视觉,图像到图像的映射,创建全景图,INF1306_计算机视觉,117,126,
INF1306,计算机视觉,照相机模型与增强现实,针孔照相机模型,INF1306_计算机视觉,128,134,
INF1306,计算机视觉,照相机模型与增强现实,照相机标定,INF1306_计算机视觉,134,137,
INF1306,计算机视觉,照相机模型与增强现实,以平面和标记物进行姿态估计,INF1306_计算机视觉,137,142,
INF1306,计算机视觉,照相机模型与增强现实,增强现实,INF1306_计算机视觉,142,153,
INF1306,计算机视觉,多视图几何,外极几何,INF1306_计算机视觉,155,165,
INF1306,计算机视觉,多视图几何,照相机和三维结构的计算,INF1306_计算机视觉,165,174,
INF1306,计算机视觉,多视图几何,多视图重建,INF1306_计算机视觉,174,182,
INF1306,计算机视觉,多视图几何,立体图像,INF1306_计算机视觉,182,189,
INF1306,计算机视觉,图像聚类,K-means聚类,INF1306_计算机视觉,191,199,
INF1306,计算机视觉,图像聚类,层次聚类,INF1306_计算机视觉,199,209,
INF1306,计算机视觉,图像聚类,谱聚类,INF1306_计算机视觉,209,216,
INF1306,计算机视觉,图像搜索,基于内容的图像检索,INF1306_计算机视觉,218,219,
INF1306,计算机视觉,图像搜索,视觉单词,INF1306_计算机视觉,219,224,
INF1306,计算机视觉,图像搜索,图像索引,INF1306_计算机视觉,224,229,
INF1306,计算机视觉,图像搜索,在数据库中搜索图像,INF1306_计算机视觉,229,235,
INF1306,计算机视觉,图像搜索,使用几何特性对结果排序,INF1306_计算机视觉,235,239,
INF1306,计算机视觉,图像搜索,建立演示程序及Web应用,INF1306_计算机视觉,239,243,
INF1306,计算机视觉,图像内容分类,K邻近分类法（KNN）,INF1306_计算机视觉,245,256,
INF1306,计算机视觉,图像内容分类,贝叶斯分类器,INF1306_计算机视觉,256,262,
INF1306,计算机视觉,图像内容分类,支持向量机,INF1306_计算机视觉,262,268,
INF1306,计算机视觉,图像内容分类,光学字符识别,INF1306_计算机视觉,268,276,
INF1306,计算机视觉,图像分割,图割（Graph Cut）,INF1306_计算机视觉,279,290,
INF1306,计算机视觉,图像分割,利用聚类进行分割,INF1306_计算机视觉,290,296,
INF1306,计算机视觉,图像分割,变分法,INF1306_计算机视觉,296,299,
INF1306,计算机视觉,OpenCV,OpenCV的Python接口,INF1306_计算机视觉,301,302,
INF1306,计算机视觉,OpenCV,OpenCV基础知识,INF1306_计算机视觉,302,307,
INF1306,计算机视觉,OpenCV,处理视频,INF1306_计算机视觉,307,310,
INF1306,计算机视觉,OpenCV,跟踪,INF1306_计算机视觉,310,324,
